Datum,Lufttemperatur,Kvalitet
2022-01-01,-1.2,Y
2022-01-02,1.7,Y
2022-01-03,3.2,Y
2022-01-04,1.1,Y
2022-01-05,-2.7,Y
2022-01-06,-7.6,Y
2022-01-07,-8.1,Y
2022-01-08,-1.1,Y
2022-01-09,-0.9,Y
2022-01-10,-2.1,Y
2022-01-11,-2.2,Y
2022-01-12,2.1,Y
2022-01-13,5.1,Y
2022-01-14,4.1,Y
2022-01-15,-1.6,Y
2022-01-16,2.6,Y
2022-01-17,1.3,Y
2022-01-18,-0.3,Y
2022-01-19,3.9,Y
2022-01-20,-1.0,Y
2022-01-21,-2.5,Y
2022-01-22,-5.0,Y
2022-01-23,-1.1,Y
2022-01-24,2.9,Y
2022-01-25,-2.5,Y
2022-01-26,0.9,Y
2022-01-27,1.8,Y
2022-01-28,-0.5,Y
2022-01-29,3.2,Y
2022-01-30,1.5,Y
2022-01-31,-3.7,Y
2022-02-01,-6.0,Y
2022-02-02,-5.2,Y
2022-02-03,-3.6,Y
2022-02-04,2.1,Y
2022-02-05,0.9,Y
2022-02-06,2.0,Y
2022-02-07,-1.2,Y
2022-02-08,2.6,Y
2022-02-09,3.1,Y
2022-02-10,2.2,Y
2022-02-11,-2.4,Y
2022-02-12,1.8,Y
2022-02-13,2.6,Y
2022-02-14,1.3,Y
2022-02-15,3.3,Y
2022-02-16,1.7,Y
2022-02-17,0.6,Y
2022-02-18,-0.3,Y
2022-02-19,-1.1,Y
2022-02-20,-2.4,Y
2022-02-21,-0.5,Y
2022-02-22,-4.7,Y
2022-02-23,-2.5,Y
2022-02-24,3.4,Y
2022-02-25,2.0,Y
2022-02-26,-0.6,Y
2022-02-27,2.6,Y
2022-02-28,0.3,Y
2022-03-01,1.6,Y
2022-03-02,2.8,Y
2022-03-03,1.4,Y
2022-03-04,-2.0,Y
2022-03-05,-0.8,Y
2022-03-06,1.5,Y
2022-03-07,3.4,Y
2022-03-08,-0.2,Y
2022-03-09,0.5,Y
2022-03-10,1.0,Y
2022-03-11,0.4,Y
2022-03-12,0.2,Y
2022-03-13,2.2,Y
2022-03-14,2.7,Y
2022-03-15,1.7,Y
2022-03-16,-1.2,Y
2022-03-17,2.2,Y
2022-03-18,5.1,Y
2022-03-19,3.8,Y
2022-03-20,4.4,Y
2022-03-21,3.7,Y
2022-03-22,2.7,Y
2022-03-23,5.7,Y
2022-03-24,6.6,Y
2022-03-25,6.7,Y
2022-03-26,5.2,Y
2022-03-27,3.8,Y
2022-03-28,7.6,Y
2022-03-29,-1.5,Y
2022-03-30,-1.8,Y
2022-03-31,-1.4,Y
2022-04-01,-1.0,Y
2022-04-02,-0.3,Y
2022-04-03,2.4,Y
2022-04-04,1.4,Y
2022-04-05,-1.0,Y
2022-04-06,1.1,Y
2022-04-07,0.3,Y
2022-04-08,-0.3,Y
2022-04-09,0.4,Y
2022-04-10,4.1,Y
2022-04-11,4.3,Y
2022-04-12,4.4,Y
2022-04-13,4.4,Y
2022-04-14,4.5,Y
2022-04-15,6.0,Y
2022-04-16,7.5,Y
2022-04-17,9.8,Y
2022-04-18,11.1,Y
2022-04-19,9.7,Y
2022-04-20,9.0,Y
2022-04-21,11.1,Y
2022-04-22,8.9,Y
2022-04-23,7.4,Y
2022-04-24,6.6,Y
2022-04-25,9.2,Y
2022-04-26,8.0,Y
2022-04-27,5.1,Y
2022-04-28,6.9,Y
2022-04-29,6.3,Y
2022-04-30,8.1,Y
2022-05-01,9.8,Y
2022-05-02,10.0,Y
2022-05-03,7.7,Y
2022-05-04,7.9,Y
2022-05-05,12.2,Y
2022-05-06,12.8,Y
2022-05-07,11.0,Y
2022-05-08,8.9,Y
2022-05-09,11.1,Y
2022-05-10,12.7,Y
2022-05-11,11.0,Y
2022-05-12,12.5,Y
2022-05-13,11.5,Y
2022-05-14,12.5,Y
2022-05-15,12.4,Y
2022-05-16,10.4,Y
2022-05-17,9.2,Y
2022-05-18,13.9,Y
2022-05-19,16.6,Y
2022-05-20,12.0,Y
2022-05-21,10.3,Y
2022-05-22,12.2,Y
2022-05-23,12.3,Y
2022-05-24,13.2,Y
2022-05-25,13.9,Y
2022-05-26,12.5,Y
2022-05-27,10.0,Y
2022-05-28,10.5,Y
2022-05-29,11.7,Y
2022-05-30,11.2,Y
2022-05-31,11.0,Y
2022-06-01,14.0,Y
2022-06-02,12.3,Y
2022-06-03,14.0,Y
2022-06-04,16.2,Y
2022-06-05,16.9,Y
2022-06-06,15.3,Y
2022-06-07,12.7,Y
2022-06-08,14.9,Y
2022-06-09,16.6,Y
2022-06-10,16.1,Y
2022-06-11,16.7,Y
2022-06-12,16.4,Y
2022-06-13,15.6,Y
2022-06-14,15.0,Y
2022-06-15,15.3,Y
2022-06-16,15.9,Y
2022-06-17,17.1,Y
2022-06-18,17.0,Y
2022-06-19,15.9,Y
2022-06-20,15.5,Y
2022-06-21,17.5,Y
2022-06-22,18.1,Y
2022-06-23,19.0,Y
2022-06-24,21.3,Y
2022-06-25,22.5,Y
2022-06-26,23.9,Y
2022-06-27,25.2,Y
2022-06-28,22.9,Y
2022-06-29,19.8,Y
2022-06-30,22.5,Y
2022-07-01,22.0,Y
2022-07-02,20.5,Y
2022-07-03,19.0,Y
2022-07-04,18.3,Y
2022-07-05,16.9,Y
2022-07-06,18.1,Y
2022-07-07,16.1,Y
2022-07-08,16.8,Y
2022-07-09,17.3,Y
2022-07-10,14.4,Y
2022-07-11,17.5,Y
2022-07-12,20.1,Y
2022-07-13,20.3,Y
2022-07-14,15.4,Y
2022-07-15,13.6,Y
2022-07-16,14.1,Y
2022-07-17,16.2,Y
2022-07-18,18.4,Y
2022-07-19,18.8,Y
2022-07-20,23.0,Y
2022-07-21,25.6,Y
2022-07-22,18.4,Y
2022-07-23,15.2,Y
2022-07-24,18.4,Y
2022-07-25,19.1,Y
2022-07-26,17.6,Y
2022-07-27,16.9,Y
2022-07-28,15.5,Y
2022-07-29,17.0,Y
2022-07-30,19.1,Y
2022-07-31,19.5,Y
2022-08-01,18.5,Y
2022-08-02,17.3,Y
2022-08-03,19.0,Y
2022-08-04,21.8,Y
2022-08-05,19.3,Y
2022-08-06,14.9,Y
2022-08-07,15.8,Y
2022-08-08,16.6,Y
2022-08-09,17.8,Y
2022-08-10,20.0,Y
2022-08-11,21.5,Y
2022-08-12,21.7,Y
2022-08-13,21.4,Y
2022-08-14,22.1,Y
2022-08-15,21.6,Y
2022-08-16,23.1,Y
2022-08-17,22.5,Y
2022-08-18,19.9,Y
2022-08-19,23.2,Y
2022-08-20,22.1,Y
2022-08-21,19.2,Y
2022-08-22,18.6,Y
2022-08-23,14.8,Y
2022-08-24,16.7,Y
2022-08-25,16.6,Y
2022-08-26,16.8,Y
2022-08-27,19.5,Y
2022-08-28,14.8,Y
2022-08-29,12.9,Y
2022-08-30,13.1,Y
2022-08-31,12.2,Y
2022-09-01,11.4,Y
2022-09-02,10.7,Y
2022-09-03,10.7,Y
2022-09-04,11.7,Y
2022-09-05,10.6,Y
2022-09-06,13.7,Y
2022-09-07,12.1,Y
2022-09-08,11.6,Y
2022-09-09,12.3,Y
2022-09-10,11.9,Y
2022-09-11,13.9,Y
2022-09-12,13.4,Y
2022-09-13,13.8,Y
2022-09-14,12.2,Y
2022-09-15,10.9,Y
2022-09-16,11.7,Y
2022-09-17,11.8,Y
2022-09-18,10.8,Y
2022-09-19,10.6,Y
2022-09-20,9.3,Y
2022-09-21,8.9,Y
2022-09-22,8.1,Y
2022-09-23,12.3,Y
2022-09-24,12.5,Y
2022-09-25,10.1,Y
2022-09-26,11.1,Y
2022-09-27,12.7,Y
2022-09-28,11.5,Y
2022-09-29,8.2,Y
2022-09-30,8.1,Y
2022-10-01,11.0,Y
2022-10-02,10.3,Y
2022-10-03,10.3,Y
2022-10-04,10.2,Y
2022-10-05,14.3,Y
2022-10-06,13.7,Y
2022-10-07,13.5,Y
2022-10-08,10.9,Y
2022-10-09,8.2,Y
2022-10-10,10.5,Y
2022-10-11,9.2,Y
2022-10-12,6.3,Y
2022-10-13,10.2,Y
2022-10-14,9.4,Y
2022-10-15,11.2,Y
2022-10-16,10.9,Y
2022-10-17,9.8,Y
2022-10-18,7.6,Y
2022-10-19,5.1,Y
2022-10-20,4.8,Y
2022-10-21,5.7,Y
2022-10-22,7.0,Y
2022-10-23,3.8,Y
2022-10-24,7.5,Y
2022-10-25,10.7,Y
2022-10-26,8.3,Y
2022-10-27,11.1,Y
2022-10-28,12.0,Y
2022-10-29,12.1,Y
2022-10-30,5.7,Y
2022-10-31,9.2,Y
2022-11-01,9.2,Y
2022-11-02,10.7,Y
2022-11-03,8.2,Y
2022-11-04,8.6,Y
2022-11-05,8.7,Y
2022-11-06,8.9,Y
2022-11-07,8.8,Y
2022-11-08,7.4,Y
2022-11-09,10.2,Y
2022-11-10,9.6,Y
2022-11-11,13.1,Y
2022-11-12,10.7,Y
2022-11-13,3.7,Y
2022-11-14,6.1,Y
2022-11-15,5.0,Y
2022-11-16,3.7,Y
2022-11-17,1.1,Y
2022-11-18,0.6,Y
2022-11-19,0.4,Y
2022-11-20,-0.2,Y
2022-11-21,-1.4,Y
2022-11-22,0.4,Y
2022-11-23,0.2,Y
2022-11-24,1.0,Y
2022-11-25,0.5,Y
2022-11-26,1.2,Y
2022-11-27,0.8,Y
2022-11-28,2.2,Y
2022-11-29,2.5,Y
2022-11-30,2.8,Y
2022-12-01,0.9,Y
2022-12-02,0.8,Y
2022-12-03,0.1,Y
2022-12-04,-2.1,Y
2022-12-05,-4.9,Y
2022-12-06,-6.6,Y
2022-12-07,-8.2,Y
2022-12-08,-12.2,Y
2022-12-09,-7.1,Y
2022-12-10,-6.2,Y
2022-12-11,-7.9,Y
2022-12-12,-5.6,Y
2022-12-13,-8.9,Y
2022-12-14,-9.1,Y
2022-12-15,-14.1,Y
2022-12-16,-14.9,Y
2022-12-17,-4.4,Y
2022-12-18,0.8,Y
2022-12-19,-0.1,Y
2022-12-20,2.0,Y
2022-12-21,3.8,Y
2022-12-22,2.8,Y
2022-12-23,-3.4,Y
2022-12-24,-9.0,Y
2022-12-25,-3.4,Y
2022-12-26,2.3,Y
2022-12-27,0.7,Y
2022-12-28,-4.0,Y
2022-12-29,2.4,Y
2022-12-30,4.0,Y
2022-12-31,5.3,Y
