Datum,Lufttemperatur,Kvalitet
2022-01-01,1.1,Y
2022-01-02,4.2,Y
2022-01-03,5.3,Y
2022-01-04,2.3,Y
2022-01-05,1.8,Y
2022-01-06,-1.8,Y
2022-01-07,-3.4,Y
2022-01-08,0.8,Y
2022-01-09,0.6,Y
2022-01-10,-0.8,Y
2022-01-11,-0.2,Y
2022-01-12,2.5,Y
2022-01-13,5.4,Y
2022-01-14,4.3,Y
2022-01-15,1.7,Y
2022-01-16,3.5,Y
2022-01-17,1.8,Y
2022-01-18,1.6,Y
2022-01-19,3.4,Y
2022-01-20,-0.5,Y
2022-01-21,-0.3,Y
2022-01-22,-0.6,Y
2022-01-23,-0.5,Y
2022-01-24,4.1,Y
2022-01-25,1.2,Y
2022-01-26,1.6,Y
2022-01-27,3.8,Y
2022-01-28,1.9,Y
2022-01-29,3.7,Y
2022-01-30,1.7,Y
2022-01-31,-0.5,Y
2022-02-01,-2.9,Y
2022-02-02,-2.0,Y
2022-02-03,-0.4,Y
2022-02-04,3.3,Y
2022-02-05,2.4,Y
2022-02-06,3.4,Y
2022-02-07,2.0,Y
2022-02-08,3.4,Y
2022-02-09,4.0,Y
2022-02-10,3.0,Y
2022-02-11,1.4,Y
2022-02-12,1.7,Y
2022-02-13,2.5,Y
2022-02-14,4.0,Y
2022-02-15,4.3,Y
2022-02-16,3.1,Y
2022-02-17,2.0,Y
2022-02-18,3.3,Y
2022-02-19,1.6,Y
2022-02-20,1.9,Y
2022-02-21,3.2,Y
2022-02-22,-2.4,Y
2022-02-23,0.2,Y
2022-02-24,4.2,Y
2022-02-25,2.4,Y
2022-02-26,-0.3,Y
2022-02-27,0.5,Y
2022-02-28,0.8,Y
2022-03-01,2.4,Y
2022-03-02,0.7,Y
2022-03-03,1.3,Y
2022-03-04,0.1,Y
2022-03-05,-2.3,Y
2022-03-06,0.5,Y
2022-03-07,1.5,Y
2022-03-08,0.9,Y
2022-03-09,2.6,Y
2022-03-10,0.8,Y
2022-03-11,1.1,Y
2022-03-12,1.1,Y
2022-03-13,0.4,Y
2022-03-14,1.4,Y
2022-03-15,2.9,Y
2022-03-16,0.5,Y
2022-03-17,3.7,Y
2022-03-18,5.4,Y
2022-03-19,4.1,Y
2022-03-20,2.4,Y
2022-03-21,3.1,Y
2022-03-22,4.5,Y
2022-03-23,4.0,Y
2022-03-24,5.5,Y
2022-03-25,7.6,Y
2022-03-26,4.6,Y
2022-03-27,2.4,Y
2022-03-28,7.6,Y
2022-03-29,1.2,Y
2022-03-30,-2.3,Y
2022-03-31,-1.6,Y
2022-04-01,-1.9,Y
2022-04-02,-1.4,Y
2022-04-03,2.0,Y
2022-04-04,1.7,Y
2022-04-05,0.7,Y
2022-04-06,1.0,Y
2022-04-07,5.0,Y
2022-04-08,2.7,Y
2022-04-09,3.5,Y
2022-04-10,4.7,Y
2022-04-11,5.2,Y
2022-04-12,5.1,Y
2022-04-13,4.2,Y
2022-04-14,5.7,Y
2022-04-15,4.1,Y
2022-04-16,4.9,Y
2022-04-17,5.4,Y
2022-04-18,4.9,Y
2022-04-19,8.0,Y
2022-04-20,7.8,Y
2022-04-21,8.7,Y
2022-04-22,9.1,Y
2022-04-23,7.4,Y
2022-04-24,6.2,Y
2022-04-25,5.9,Y
2022-04-26,6.6,Y
2022-04-27,4.7,Y
2022-04-28,6.4,Y
2022-04-29,6.1,Y
2022-04-30,7.6,Y
2022-05-01,7.7,Y
2022-05-02,8.0,Y
2022-05-03,7.8,Y
2022-05-04,7.2,Y
2022-05-05,9.4,Y
2022-05-06,9.7,Y
2022-05-07,10.5,Y
2022-05-08,7.2,Y
2022-05-09,6.7,Y
2022-05-10,11.3,Y
2022-05-11,11.8,Y
2022-05-12,11.3,Y
2022-05-13,10.3,Y
2022-05-14,10.9,Y
2022-05-15,10.3,Y
2022-05-16,9.2,Y
2022-05-17,7.7,Y
2022-05-18,7.9,Y
2022-05-19,12.5,Y
2022-05-20,11.4,Y
2022-05-21,8.1,Y
2022-05-22,10.2,Y
2022-05-23,9.4,Y
2022-05-24,12.8,Y
2022-05-25,12.7,Y
2022-05-26,11.7,Y
2022-05-27,10.9,Y
2022-05-28,9.2,Y
2022-05-29,11.6,Y
2022-05-30,10.4,Y
2022-05-31,10.0,Y
2022-06-01,12.8,Y
2022-06-02,12.0,Y
2022-06-03,12.7,Y
2022-06-04,13.4,Y
2022-06-05,15.7,Y
2022-06-06,14.5,Y
2022-06-07,15.0,Y
2022-06-08,14.5,Y
2022-06-09,16.3,Y
2022-06-10,16.9,Y
2022-06-11,15.9,Y
2022-06-12,15.0,Y
2022-06-13,14.4,Y
2022-06-14,15.4,Y
2022-06-15,16.7,Y
2022-06-16,16.9,Y
2022-06-17,16.8,Y
2022-06-18,17.3,Y
2022-06-19,14.8,Y
2022-06-20,13.9,Y
2022-06-21,15.0,Y
2022-06-22,15.8,Y
2022-06-23,16.8,Y
2022-06-24,20.2,Y
2022-06-25,21.2,Y
2022-06-26,22.3,Y
2022-06-27,23.9,Y
2022-06-28,22.7,Y
2022-06-29,19.3,Y
2022-06-30,20.8,Y
2022-07-01,21.3,Y
2022-07-02,19.5,Y
2022-07-03,18.3,Y
2022-07-04,18.1,Y
2022-07-05,17.3,Y
2022-07-06,16.3,Y
2022-07-07,15.7,Y
2022-07-08,18.2,Y
2022-07-09,16.4,Y
2022-07-10,15.3,Y
2022-07-11,15.7,Y
2022-07-12,18.1,Y
2022-07-13,20.3,Y
2022-07-14,16.9,Y
2022-07-15,15.3,Y
2022-07-16,14.3,Y
2022-07-17,15.6,Y
2022-07-18,17.8,Y
2022-07-19,20.6,Y
2022-07-20,21.2,Y
2022-07-21,24.9,Y
2022-07-22,21.4,Y
2022-07-23,17.8,Y
2022-07-24,18.3,Y
2022-07-25,20.6,Y
2022-07-26,18.9,Y
2022-07-27,16.2,Y
2022-07-28,15.4,Y
2022-07-29,15.6,Y
2022-07-30,16.5,Y
2022-07-31,17.0,Y
2022-08-01,17.3,Y
2022-08-02,17.9,Y
2022-08-03,20.3,Y
2022-08-04,24.6,Y
2022-08-05,20.8,Y
2022-08-06,17.0,Y
2022-08-07,15.6,Y
2022-08-08,17.4,Y
2022-08-09,16.7,Y
2022-08-10,17.8,Y
2022-08-11,19.8,Y
2022-08-12,20.7,Y
2022-08-13,20.0,Y
2022-08-14,20.2,Y
2022-08-15,23.0,Y
2022-08-16,23.4,Y
2022-08-17,22.2,Y
2022-08-18,22.6,Y
2022-08-19,23.0,Y
2022-08-20,22.1,Y
2022-08-21,18.4,Y
2022-08-22,17.8,Y
2022-08-23,18.6,Y
2022-08-24,17.8,Y
2022-08-25,16.8,Y
2022-08-26,19.4,Y
2022-08-27,22.2,Y
2022-08-28,21.1,Y
2022-08-29,14.9,Y
2022-08-30,14.6,Y
2022-08-31,13.0,Y
2022-09-01,12.3,Y
2022-09-02,11.6,Y
2022-09-03,9.6,Y
2022-09-04,11.5,Y
2022-09-05,11.5,Y
2022-09-06,11.1,Y
2022-09-07,13.5,Y
2022-09-08,12.0,Y
2022-09-09,14.2,Y
2022-09-10,13.1,Y
2022-09-11,13.3,Y
2022-09-12,12.8,Y
2022-09-13,12.8,Y
2022-09-14,15.1,Y
2022-09-15,12.8,Y
2022-09-16,11.9,Y
2022-09-17,12.7,Y
2022-09-18,10.7,Y
2022-09-19,10.8,Y
2022-09-20,11.3,Y
2022-09-21,8.6,Y
2022-09-22,7.9,Y
2022-09-23,11.3,Y
2022-09-24,11.7,Y
2022-09-25,9.8,Y
2022-09-26,11.1,Y
2022-09-27,12.2,Y
2022-09-28,12.3,Y
2022-09-29,9.4,Y
2022-09-30,8.6,Y
2022-10-01,11.3,Y
2022-10-02,10.8,Y
2022-10-03,10.8,Y
2022-10-04,11.7,Y
2022-10-05,13.9,Y
2022-10-06,14.1,Y
2022-10-07,13.2,Y
2022-10-08,12.7,Y
2022-10-09,8.8,Y
2022-10-10,10.4,Y
2022-10-11,10.0,Y
2022-10-12,7.5,Y
2022-10-13,10.7,Y
2022-10-14,10.5,Y
2022-10-15,12.9,Y
2022-10-16,12.6,Y
2022-10-17,11.1,Y
2022-10-18,11.5,Y
2022-10-19,7.8,Y
2022-10-20,5.8,Y
2022-10-21,7.4,Y
2022-10-22,9.7,Y
2022-10-23,9.2,Y
2022-10-24,10.7,Y
2022-10-25,12.2,Y
2022-10-26,12.0,Y
2022-10-27,12.0,Y
2022-10-28,12.7,Y
2022-10-29,12.4,Y
2022-10-30,7.9,Y
2022-10-31,8.3,Y
2022-11-01,9.7,Y
2022-11-02,11.2,Y
2022-11-03,8.0,Y
2022-11-04,8.6,Y
2022-11-05,8.4,Y
2022-11-06,9.7,Y
2022-11-07,10.1,Y
2022-11-08,11.0,Y
2022-11-09,11.0,Y
2022-11-10,10.1,Y
2022-11-11,12.1,Y
2022-11-12,11.6,Y
2022-11-13,5.8,Y
2022-11-14,8.6,Y
2022-11-15,7.0,Y
2022-11-16,5.3,Y
2022-11-17,2.6,Y
2022-11-18,1.8,Y
2022-11-19,-0.9,Y
2022-11-20,-2.9,Y
2022-11-21,-0.2,Y
2022-11-22,0.4,Y
2022-11-23,1.0,Y
2022-11-24,0.8,Y
2022-11-25,1.5,Y
2022-11-26,1.8,Y
2022-11-27,1.5,Y
2022-11-28,2.1,Y
2022-11-29,3.4,Y
2022-11-30,1.3,Y
2022-12-01,2.7,Y
2022-12-02,1.4,Y
2022-12-03,-0.3,Y
2022-12-04,0.8,Y
2022-12-05,2.1,Y
2022-12-06,0.2,Y
2022-12-07,0.4,Y
2022-12-08,-4.1,Y
2022-12-09,-1.9,Y
2022-12-10,-2.9,Y
2022-12-11,-2.8,Y
2022-12-12,-0.7,Y
2022-12-13,-3.0,Y
2022-12-14,-1.0,Y
2022-12-15,-3.1,Y
2022-12-16,-5.0,Y
2022-12-17,-5.0,Y
2022-12-18,1.8,Y
2022-12-19,1.0,Y
2022-12-20,4.6,Y
2022-12-21,5.0,Y
2022-12-22,4.0,Y
2022-12-23,2.9,Y
2022-12-24,-4.7,Y
2022-12-25,-0.9,Y
2022-12-26,1.9,Y
2022-12-27,3.1,Y
2022-12-28,3.3,Y
2022-12-29,5.9,Y
2022-12-30,4.8,Y
2022-12-31,6.2,Y
2023-01-01,4.0,Y
2023-01-02,5.1,Y
2023-01-03,1.0,Y
2023-01-04,-0.1,Y
2023-01-05,-0.4,Y
2023-01-06,-3.4,Y
2023-01-07,-0.1,Y
2023-01-08,4.0,Y
2023-01-09,4.3,Y
2023-01-10,4.3,Y
2023-01-11,5.0,Y
2023-01-12,5.1,Y
2023-01-13,5.1,Y
2023-01-14,5.5,Y
2023-01-15,4.8,Y
2023-01-16,3.4,Y
2023-01-17,3.2,Y
2023-01-18,0.5,Y
2023-01-19,0.1,Y
2023-01-20,-0.7,Y
2023-01-21,-0.7,Y
2023-01-22,0.2,Y
2023-01-23,-0.6,Y
2023-01-24,1.0,Y
2023-01-25,3.1,Y
2023-01-26,2.3,Y
2023-01-27,-1.2,Y
2023-01-28,0.8,Y
2023-01-29,2.9,Y
2023-01-30,4.4,Y
2023-01-31,2.3,Y
2023-02-01,1.8,Y
2023-02-02,0.1,Y
2023-02-03,-1.8,Y
2023-02-04,-1.3,Y
2023-02-05,-1.9,Y
2023-02-06,-0.9,Y
2023-02-07,0.3,Y
2023-02-08,2.2,Y
