Datum,Lufttemperatur,Kvalitet
2022-01-01,4.3,Y
2022-01-02,5.0,Y
2022-01-03,5.5,Y
2022-01-04,4.2,Y
2022-01-05,1.9,Y
2022-01-06,1.4,Y
2022-01-07,3.6,Y
2022-01-08,2.9,Y
2022-01-09,2.0,Y
2022-01-10,2.1,Y
2022-01-11,2.9,Y
2022-01-12,4.3,Y
2022-01-13,6.3,Y
2022-01-14,5.9,Y
2022-01-15,3.6,Y
2022-01-16,4.8,Y
2022-01-17,4.8,Y
2022-01-18,4.4,Y
2022-01-19,5.3,Y
2022-01-20,3.3,Y
2022-01-21,4.6,Y
2022-01-22,2.8,Y
2022-01-23,4.7,Y
2022-01-24,5.1,Y
2022-01-25,4.5,Y
2022-01-26,5.4,Y
2022-01-27,5.8,Y
2022-01-28,4.8,Y
2022-01-29,6.2,Y
2022-01-30,5.9,Y
2022-01-31,1.1,Y
2022-02-01,1.8,Y
2022-02-02,1.3,Y
2022-02-03,4.2,Y
2022-02-04,4.5,Y
2022-02-05,4.2,Y
2022-02-06,3.4,Y
2022-02-07,4.4,Y
2022-02-08,5.6,Y
2022-02-09,5.3,Y
2022-02-10,4.2,Y
2022-02-11,3.4,Y
2022-02-12,3.8,Y
2022-02-13,3.7,Y
2022-02-14,5.2,Y
2022-02-15,4.9,Y
2022-02-16,3.6,Y
2022-02-17,3.8,Y
2022-02-18,3.3,Y
2022-02-19,3.8,Y
2022-02-20,3.0,Y
2022-02-21,3.3,Y
2022-02-22,1.9,Y
2022-02-23,5.1,Y
2022-02-24,3.3,Y
2022-02-25,4.1,Y
2022-02-26,2.5,Y
2022-02-27,3.2,Y
2022-02-28,3.6,Y
2022-03-01,3.6,Y
2022-03-02,3.5,Y
2022-03-03,3.3,Y
2022-03-04,2.8,Y
2022-03-05,2.2,Y
2022-03-06,3.2,Y
2022-03-07,4.2,Y
2022-03-08,2.0,Y
2022-03-09,0.8,Y
2022-03-10,3.4,Y
2022-03-11,3.4,Y
2022-03-12,4.4,Y
2022-03-13,4.7,Y
2022-03-14,4.9,Y
2022-03-15,2.8,Y
2022-03-16,1.8,Y
2022-03-17,4.0,Y
2022-03-18,5.6,Y
2022-03-19,4.3,Y
2022-03-20,5.2,Y
2022-03-21,5.4,Y
2022-03-22,5.5,Y
2022-03-23,1.7,Y
2022-03-24,4.8,Y
2022-03-25,7.2,Y
2022-03-26,6.5,Y
2022-03-27,6.4,Y
2022-03-28,6.5,Y
2022-03-29,3.7,Y
2022-03-30,1.7,Y
2022-03-31,2.7,Y
2022-04-01,2.3,Y
2022-04-02,2.2,Y
2022-04-03,4.6,Y
2022-04-04,5.1,Y
2022-04-05,4.1,Y
2022-04-06,3.3,Y
2022-04-07,5.2,Y
2022-04-08,2.6,Y
2022-04-09,5.4,Y
2022-04-10,5.7,Y
2022-04-11,5.8,Y
2022-04-12,5.0,Y
2022-04-13,7.3,Y
2022-04-14,6.6,Y
2022-04-15,6.8,Y
2022-04-16,6.3,Y
2022-04-17,7.5,Y
2022-04-18,7.6,Y
2022-04-19,8.9,Y
2022-04-20,11.2,Y
2022-04-21,12.2,Y
2022-04-22,11.9,Y
2022-04-23,10.5,Y
2022-04-24,9.5,Y
2022-04-25,7.3,Y
2022-04-26,9.6,Y
2022-04-27,8.6,Y
2022-04-28,9.1,Y
2022-04-29,8.6,Y
2022-04-30,9.4,Y
2022-05-01,10.3,Y
2022-05-02,10.8,Y
2022-05-03,10.1,Y
2022-05-04,9.4,Y
2022-05-05,9.9,Y
2022-05-06,10.7,Y
2022-05-07,11.3,Y
2022-05-08,10.6,Y
2022-05-09,11.2,Y
2022-05-10,11.7,Y
2022-05-11,11.3,Y
2022-05-12,11.5,Y
2022-05-13,11.0,Y
2022-05-14,11.5,Y
2022-05-15,12.0,Y
2022-05-16,12.0,Y
2022-05-17,13.0,Y
2022-05-18,12.4,Y
2022-05-19,13.5,Y
2022-05-20,13.2,Y
2022-05-21,11.6,Y
2022-05-22,12.6,Y
2022-05-23,13.4,Y
2022-05-24,13.1,Y
2022-05-25,12.8,Y
2022-05-26,12.7,Y
2022-05-27,11.5,Y
2022-05-28,12.2,Y
2022-05-29,12.9,Y
2022-05-30,11.9,Y
2022-05-31,13.7,Y
2022-06-01,13.0,Y
2022-06-02,12.6,Y
2022-06-03,12.8,Y
2022-06-04,13.1,Y
2022-06-05,14.9,Y
2022-06-06,15.7,Y
2022-06-07,15.0,Y
2022-06-08,13.9,Y
2022-06-09,15.4,Y
2022-06-10,14.4,Y
2022-06-11,15.5,Y
2022-06-12,15.3,Y
2022-06-13,14.3,Y
2022-06-14,15.1,Y
2022-06-15,14.9,Y
2022-06-16,15.9,Y
2022-06-17,16.2,Y
2022-06-18,16.3,Y
2022-06-19,14.8,Y
2022-06-20,14.3,Y
2022-06-21,16.5,Y
2022-06-22,16.0,Y
2022-06-23,15.6,Y
2022-06-24,19.0,Y
2022-06-25,19.3,Y
2022-06-26,20.6,Y
2022-06-27,19.0,Y
2022-06-28,17.7,Y
2022-06-29,19.1,Y
2022-06-30,20.1,Y
2022-07-01,19.6,Y
2022-07-02,17.9,Y
2022-07-03,17.6,Y
2022-07-04,16.6,Y
2022-07-05,16.4,Y
2022-07-06,16.6,Y
2022-07-07,17.5,Y
2022-07-08,17.6,Y
2022-07-09,16.8,Y
2022-07-10,16.7,Y
2022-07-11,18.0,Y
2022-07-12,17.8,Y
2022-07-13,18.7,Y
2022-07-14,16.4,Y
2022-07-15,16.0,Y
2022-07-16,15.3,Y
2022-07-17,17.0,Y
2022-07-18,17.6,Y
2022-07-19,19.2,Y
2022-07-20,20.7,Y
2022-07-21,20.8,Y
2022-07-22,17.1,Y
2022-07-23,17.2,Y
2022-07-24,17.0,Y
2022-07-25,18.7,Y
2022-07-26,16.0,Y
2022-07-27,17.1,Y
2022-07-28,16.8,Y
2022-07-29,18.6,Y
2022-07-30,18.4,Y
2022-07-31,18.7,Y
2022-08-01,18.2,Y
2022-08-02,16.1,Y
2022-08-03,18.5,Y
2022-08-04,19.6,Y
2022-08-05,16.9,Y
2022-08-06,16.3,Y
2022-08-07,15.5,Y
2022-08-08,17.1,Y
2022-08-09,17.5,Y
