Datum,Lufttemperatur,Kvalitet
2022-01-01,-1.9,Y
2022-01-02,3.7,Y
2022-01-03,4.0,Y
2022-01-04,0.5,Y
2022-01-05,-2.4,Y
2022-01-06,-7.0,Y
2022-01-07,-6.1,Y
2022-01-08,-1.5,Y
2022-01-09,-1.6,Y
2022-01-10,-3.6,Y
2022-01-11,-0.3,Y
2022-01-12,1.6,Y
2022-01-13,6.7,Y
2022-01-14,4.1,Y
2022-01-15,-0.9,Y
2022-01-16,3.8,Y
2022-01-17,0.9,Y
2022-01-18,-0.1,Y
2022-01-19,4.4,Y
2022-01-20,-1.5,Y
2022-01-21,-2.1,Y
2022-01-22,-1.7,Y
2022-01-23,-0.4,Y
2022-01-24,3.7,Y
2022-01-25,-1.7,Y
2022-01-26,3.5,Y
2022-01-27,3.3,Y
2022-01-28,0.1,Y
2022-01-29,4.6,Y
2022-01-30,3.2,Y
2022-01-31,-4.8,Y
2022-02-01,-5.2,Y
2022-02-02,-5.9,Y
2022-02-03,-5.4,Y
2022-02-04,2.0,Y
2022-02-05,1.1,Y
2022-02-06,0.5,Y
2022-02-07,-1.5,Y
2022-02-08,3.5,Y
2022-02-09,3.5,Y
2022-02-10,2.5,Y
2022-02-11,-2.3,Y
2022-02-12,1.7,Y
2022-02-13,2.9,Y
2022-02-14,1.6,Y
2022-02-15,3.1,Y
2022-02-16,1.8,Y
2022-02-17,-0.1,Y
2022-02-18,0.9,Y
2022-02-19,-2.6,Y
2022-02-20,-3.5,Y
2022-02-21,-0.9,Y
2022-02-22,-4.8,Y
2022-02-23,-0.2,Y
2022-02-24,2.0,Y
2022-02-25,-0.1,Y
2022-02-26,-0.7,Y
2022-02-27,2.1,Y
2022-02-28,0.2,Y
2022-03-01,1.2,Y
2022-03-02,1.5,Y
2022-03-03,0.5,Y
2022-03-04,-2.3,Y
2022-03-05,-1.7,Y
2022-03-06,0.2,Y
2022-03-07,2.3,Y
2022-03-08,-1.9,Y
2022-03-09,-3.8,Y
2022-03-10,-1.9,Y
2022-03-11,-2.0,Y
2022-03-12,-0.2,Y
2022-03-13,1.3,Y
2022-03-14,2.3,Y
2022-03-15,0.7,Y
2022-03-16,-0.4,Y
2022-03-17,1.2,Y
2022-03-18,4.1,Y
2022-03-19,3.9,Y
2022-03-20,3.0,Y
2022-03-21,1.8,Y
2022-03-22,2.8,Y
2022-03-23,4.1,Y
2022-03-24,5.1,Y
2022-03-25,7.8,Y
2022-03-26,4.9,Y
2022-03-27,6.1,Y
2022-03-28,8.0,Y
2022-03-29,0.0,Y
2022-03-30,-2.2,Y
2022-03-31,-1.2,Y
2022-04-01,-2.1,Y
2022-04-02,-0.6,Y
2022-04-03,2.4,Y
2022-04-04,1.3,Y
2022-04-05,-0.5,Y
2022-04-06,-0.9,Y
2022-04-07,-0.7,Y
2022-04-08,-1.4,Y
2022-04-09,1.8,Y
2022-04-10,5.6,Y
2022-04-11,3.2,Y
2022-04-12,3.7,Y
2022-04-13,3.2,Y
2022-04-14,4.5,Y
2022-04-15,5.7,Y
2022-04-16,8.0,Y
2022-04-17,6.3,Y
2022-04-18,7.2,Y
2022-04-19,9.3,Y
2022-04-20,11.1,Y
2022-04-21,12.1,Y
2022-04-22,11.1,Y
2022-04-23,8.1,Y
2022-04-24,6.9,Y
2022-04-25,7.7,Y
2022-04-26,7.5,Y
2022-04-27,4.2,Y
2022-04-28,6.8,Y
2022-04-29,7.0,Y
2022-04-30,6.9,Y
2022-05-01,8.8,Y
2022-05-02,9.5,Y
2022-05-03,6.5,Y
2022-05-04,8.4,Y
2022-05-05,9.2,Y
2022-05-06,9.3,Y
2022-05-07,11.6,Y
2022-05-08,8.0,Y
2022-05-09,10.2,Y
2022-05-10,10.3,Y
2022-05-11,9.7,Y
2022-05-12,11.5,Y
2022-05-13,10.1,Y
2022-05-14,12.5,Y
2022-05-15,12.0,Y
2022-05-16,10.6,Y
2022-05-17,9.6,Y
2022-05-18,10.5,Y
2022-05-19,14.2,Y
2022-05-20,12.1,Y
2022-05-21,10.4,Y
2022-05-22,10.9,Y
2022-05-23,11.9,Y
2022-05-24,13.6,Y
2022-05-25,12.2,Y
2022-05-26,10.6,Y
2022-05-27,8.1,Y
2022-05-28,11.9,Y
2022-05-29,11.0,Y
2022-05-30,13.9,Y
2022-05-31,11.5,Y
2022-06-01,13.2,Y
2022-06-02,11.3,Y
2022-06-03,13.4,Y
2022-06-04,15.3,Y
2022-06-05,16.0,Y
2022-06-06,16.9,Y
2022-06-07,15.4,Y
2022-06-08,13.5,Y
2022-06-09,13.8,Y
2022-06-10,15.3,Y
2022-06-11,15.6,Y
2022-06-12,14.4,Y
2022-06-13,15.1,Y
2022-06-14,15.2,Y
2022-06-15,15.2,Y
2022-06-16,15.5,Y
2022-06-17,15.9,Y
2022-06-18,16.6,Y
2022-06-19,14.7,Y
2022-06-20,14.6,Y
2022-06-21,16.3,Y
2022-06-22,16.9,Y
2022-06-23,18.5,Y
2022-06-24,18.9,Y
2022-06-25,23.7,Y
2022-06-26,22.9,Y
2022-06-27,23.1,Y
2022-06-28,18.4,Y
2022-06-29,18.5,Y
2022-06-30,20.6,Y
2022-07-01,22.6,Y
2022-07-02,17.5,Y
2022-07-03,15.2,Y
2022-07-04,15.6,Y
2022-07-05,15.6,Y
2022-07-06,15.4,Y
2022-07-07,16.6,Y
2022-07-08,16.7,Y
2022-07-09,15.8,Y
2022-07-10,14.6,Y
2022-07-11,16.7,Y
2022-07-12,18.2,Y
2022-07-13,17.2,Y
2022-07-14,14.0,Y
2022-07-15,12.8,Y
2022-07-16,14.2,Y
2022-07-17,14.8,Y
2022-07-18,17.1,Y
2022-07-19,19.0,Y
2022-07-20,21.5,Y
2022-07-21,23.4,Y
2022-07-22,15.5,Y
2022-07-23,15.8,Y
2022-07-24,15.1,Y
2022-07-25,16.9,Y
2022-07-26,16.1,Y
2022-07-27,16.5,Y
2022-07-28,15.2,Y
2022-07-29,16.2,Y
2022-07-30,17.5,Y
2022-07-31,17.4,Y
2022-08-01,17.3,Y
2022-08-02,14.2,Y
2022-08-03,17.1,Y
2022-08-04,17.4,Y
2022-08-05,15.2,Y
2022-08-06,14.9,Y
2022-08-07,13.8,Y
2022-08-08,14.9,Y
2022-08-09,15.3,Y
2022-08-10,18.9,Y
2022-08-11,19.4,Y
2022-08-12,18.9,Y
2022-08-13,19.3,Y
2022-08-14,20.2,Y
2022-08-15,21.8,Y
2022-08-16,20.3,Y
2022-08-17,19.9,Y
2022-08-18,17.7,Y
2022-08-19,20.0,Y
2022-08-20,19.2,Y
2022-08-21,15.9,Y
2022-08-22,14.2,Y
2022-08-23,13.9,Y
2022-08-24,15.6,Y
2022-08-25,16.9,Y
2022-08-26,15.0,Y
2022-08-27,17.7,Y
2022-08-28,16.4,Y
2022-08-29,13.3,Y
2022-08-30,11.6,Y
2022-08-31,12.0,Y
2022-09-01,11.9,Y
2022-09-02,11.6,Y
2022-09-03,11.1,Y
2022-09-04,10.7,Y
2022-09-05,12.5,Y
2022-09-06,12.8,Y
2022-09-07,13.1,Y
2022-09-08,12.4,Y
2022-09-09,13.4,Y
2022-09-10,13.6,Y
2022-09-11,13.3,Y
2022-09-12,13.7,Y
2022-09-13,11.9,Y
2022-09-14,10.9,Y
2022-09-15,10.0,Y
2022-09-16,10.9,Y
2022-09-17,11.0,Y
2022-09-18,10.6,Y
2022-09-19,9.8,Y
2022-09-20,8.4,Y
2022-09-21,7.9,Y
2022-09-22,8.5,Y
2022-09-23,12.4,Y
2022-09-24,11.5,Y
2022-09-25,10.9,Y
2022-09-26,8.8,Y
2022-09-27,11.3,Y
2022-09-28,11.6,Y
2022-09-29,8.6,Y
2022-09-30,7.9,Y
2022-10-01,11.4,Y
2022-10-02,9.7,Y
2022-10-03,6.3,Y
2022-10-04,7.6,Y
2022-10-05,13.5,Y
2022-10-06,11.5,Y
2022-10-07,12.1,Y
2022-10-08,8.4,Y
2022-10-09,6.9,Y
2022-10-10,11.0,Y
2022-10-11,7.2,Y
2022-10-12,4.8,Y
2022-10-13,10.2,Y
2022-10-14,9.4,Y
2022-10-15,10.1,Y
2022-10-16,8.6,Y
2022-10-17,8.1,Y
2022-10-18,6.5,Y
2022-10-19,2.8,Y
2022-10-20,3.2,Y
2022-10-21,4.6,Y
2022-10-22,5.4,Y
2022-10-23,3.1,Y
2022-10-24,7.2,Y
2022-10-25,10.6,Y
2022-10-26,7.4,Y
2022-10-27,11.5,Y
2022-10-28,11.9,Y
2022-10-29,11.2,Y
2022-10-30,3.7,Y
2022-10-31,10.6,Y
2022-11-01,9.4,Y
2022-11-02,9.3,Y
2022-11-03,8.6,Y
2022-11-04,8.2,Y
2022-11-05,8.2,Y
2022-11-06,7.7,Y
2022-11-07,7.8,Y
2022-11-08,7.2,Y
2022-11-09,9.3,Y
2022-11-10,8.7,Y
2022-11-11,12.8,Y
2022-11-12,10.0,Y
2022-11-13,6.2,Y
2022-11-14,7.4,Y
2022-11-15,4.0,Y
2022-11-16,1.9,Y
2022-11-17,0.5,Y
2022-11-18,0.8,Y
2022-11-19,0.4,Y
2022-11-20,-1.1,Y
2022-11-21,-1.1,Y
2022-11-22,-0.5,Y
2022-11-23,0.2,Y
2022-11-24,1.0,Y
2022-11-25,1.1,Y
2022-11-26,1.1,Y
2022-11-27,0.2,Y
2022-11-28,2.4,Y
2022-11-29,1.9,Y
2022-11-30,1.4,Y
2022-12-01,0.2,Y
2022-12-02,1.0,Y
2022-12-03,0.1,Y
2022-12-04,-2.7,Y
2022-12-05,-6.6,Y
2022-12-06,-5.8,Y
2022-12-07,-8.5,Y
2022-12-08,-8.6,Y
2022-12-09,-7.4,Y
2022-12-10,-8.2,Y
2022-12-11,-9.4,Y
2022-12-12,-7.5,Y
2022-12-13,-10.6,Y
2022-12-14,-9.9,Y
2022-12-15,-14.5,Y
2022-12-16,-14.3,Y
2022-12-17,-0.5,Y
2022-12-18,1.2,Y
2022-12-19,-0.9,Y
2022-12-20,3.2,Y
2022-12-21,3.8,Y
2022-12-22,4.1,Y
2022-12-23,-4.1,Y
2022-12-24,-9.0,Y
2022-12-25,-4.0,Y
2022-12-26,2.8,Y
2022-12-27,0.9,Y
2022-12-28,-4.5,Y
2022-12-29,2.7,Y
2022-12-30,3.7,Y
2022-12-31,5.3,Y
2023-01-01,-2.0,Y
2023-01-02,-3.0,Y
2023-01-03,-8.4,Y
2023-01-04,-6.0,Y
2023-01-05,-4.2,Y
2023-01-06,-4.7,Y
2023-01-07,1.4,Y
2023-01-08,3.6,Y
2023-01-09,2.1,Y
2023-01-10,1.9,Y
2023-01-11,3.9,Y
2023-01-12,3.7,Y
2023-01-13,3.1,Y
2023-01-14,1.6,Y
2023-01-15,2.5,Y
2023-01-16,0.8,Y
2023-01-17,1.3,Y
2023-01-18,1.0,Y
2023-01-19,-0.2,Y
2023-01-20,-0.5,Y
2023-01-21,-4.1,Y
2023-01-22,-6.3,Y
2023-01-23,-3.1,Y
2023-01-24,3.5,Y
2023-01-25,6.1,Y
2023-01-26,1.5,Y
2023-01-27,-3.5,Y
2023-01-28,0.2,Y
2023-01-29,2.5,Y
2023-01-30,3.3,Y
2023-01-31,-0.3,Y
2023-02-01,-1.8,Y
2023-02-02,-7.3,Y
2023-02-03,-4.9,Y
2023-02-04,-7.5,Y
2023-02-05,-3.4,Y
2023-02-06,-5.9,Y
2023-02-07,3.0,Y
2023-02-08,3.7,Y
2023-02-09,3.7,Y
2023-02-10,0.4,Y
2023-02-11,0.9,Y
2023-02-12,0.6,Y
2023-02-13,4.9,Y
2023-02-14,-1.2,Y
2023-02-15,1.6,Y
2023-02-16,3.2,Y
