Datum,Lufttemperatur,Kvalitet
2022-01-01,-2.5,Y
2022-01-02,0.7,Y
2022-01-03,1.1,Y
2022-01-04,1.2,Y
2022-01-05,-2.4,Y
2022-01-06,-3.4,Y
2022-01-07,-4.2,Y
2022-01-08,-1.2,Y
2022-01-09,-0.6,Y
2022-01-10,-1.6,Y
2022-01-11,-1.0,Y
2022-01-12,1.8,Y
2022-01-13,5.0,Y
2022-01-14,3.7,Y
2022-01-15,1.4,Y
2022-01-16,1.6,Y
2022-01-17,1.4,Y
2022-01-18,0.9,Y
2022-01-19,3.6,Y
2022-01-20,0.7,Y
2022-01-21,-0.5,Y
2022-01-22,-2.0,Y
2022-01-23,0.9,Y
2022-01-24,1.9,Y
2022-01-25,0.8,Y
2022-01-26,0.8,Y
2022-01-27,0.3,Y
2022-01-28,0.5,Y
2022-01-29,1.0,Y
2022-01-30,-0.3,Y
2022-01-31,-2.3,Y
2022-02-01,-4.0,Y
2022-02-02,-4.3,Y
2022-02-03,-4.2,Y
2022-02-04,1.4,Y
2022-02-05,0.3,Y
2022-02-06,1.3,Y
2022-02-07,-0.5,Y
2022-02-08,0.8,Y
2022-02-09,2.2,Y
2022-02-10,1.5,Y
2022-02-11,-0.7,Y
2022-02-12,1.1,Y
2022-02-13,2.3,Y
2022-02-14,1.1,Y
2022-02-15,1.5,Y
2022-02-16,1.4,Y
2022-02-17,-1.0,Y
2022-02-18,-0.5,Y
2022-02-19,-0.6,Y
2022-02-20,-1.6,Y
2022-02-21,-0.6,Y
2022-02-22,-3.0,Y
2022-02-23,-2.4,Y
2022-02-24,3.2,Y
2022-02-25,1.5,Y
2022-02-26,0.6,Y
2022-02-27,3.9,Y
2022-02-28,1.1,Y
2022-03-01,1.3,Y
2022-03-02,2.8,Y
2022-03-03,1.0,Y
2022-03-04,-0.1,Y
2022-03-05,0.9,Y
2022-03-06,2.0,Y
2022-03-07,3.2,Y
2022-03-08,2.2,Y
2022-03-09,0.5,Y
2022-03-10,1.6,Y
2022-03-11,2.5,Y
2022-03-12,2.9,Y
2022-03-13,3.2,Y
2022-03-14,4.2,Y
2022-03-15,1.9,Y
2022-03-16,2.2,Y
2022-03-17,2.0,Y
2022-03-18,3.9,Y
2022-03-19,4.6,Y
2022-03-20,5.7,Y
2022-03-21,5.0,Y
2022-03-22,3.8,Y
2022-03-23,5.4,Y
2022-03-24,4.9,Y
2022-03-25,6.8,Y
2022-03-26,3.3,Y
2022-03-27,2.9,Y
2022-03-28,4.1,Y
2022-03-29,-2.4,Y
