Datum,Lufttemperatur,Kvalitet
2022-01-01,1.6,Y
2022-01-02,5.1,Y
2022-01-03,5.0,Y
2022-01-04,0.7,Y
2022-01-05,-1.9,Y
2022-01-06,-8.4,Y
2022-01-07,-3.0,Y
2022-01-08,-0.6,Y
2022-01-09,-1.3,Y
2022-01-10,-0.9,Y
2022-01-11,-2.7,Y
2022-01-12,2.5,Y
2022-01-13,5.7,Y
2022-01-14,4.4,Y
2022-01-15,-0.9,Y
2022-01-16,3.2,Y
2022-01-17,0.6,Y
2022-01-18,-0.8,Y
2022-01-19,2.7,Y
2022-01-20,-1.7,Y
2022-01-21,-2.5,Y
2022-01-22,-5.2,Y
2022-01-23,0.9,Y
2022-01-24,4.0,Y
2022-01-25,0.2,Y
2022-01-26,2.1,Y
2022-01-27,3.1,Y
2022-01-28,-0.2,Y
2022-01-29,3.0,Y
2022-01-30,0.4,Y
2022-01-31,-4.6,Y
2022-02-01,-3.7,Y
2022-02-02,-3.7,Y
2022-02-03,-1.2,Y
2022-02-04,1.9,Y
2022-02-05,1.2,Y
2022-02-06,0.8,Y
2022-02-07,-1.0,Y
2022-02-08,2.4,Y
2022-02-09,2.8,Y
2022-02-10,1.4,Y
2022-02-11,-1.4,Y
2022-02-12,0.7,Y
2022-02-13,0.6,Y
2022-02-14,3.2,Y
2022-02-15,2.9,Y
2022-02-16,1.2,Y
2022-02-17,0.7,Y
2022-02-18,1.3,Y
2022-02-19,0.4,Y
2022-02-20,-0.9,Y
2022-02-21,0.8,Y
2022-02-22,-3.4,Y
2022-02-23,1.0,Y
2022-02-24,2.1,Y
2022-02-25,0.4,Y
2022-02-26,-2.6,Y
2022-02-27,-2.7,Y
2022-02-28,-1.4,Y
2022-03-01,0.8,Y
2022-03-02,0.3,Y
2022-03-03,-2.0,Y
2022-03-04,-3.3,Y
2022-03-05,-3.2,Y
2022-03-06,0.6,Y
2022-03-07,0.1,Y
2022-03-08,-1.4,Y
2022-03-09,0.0,Y
2022-03-10,0.6,Y
2022-03-11,-1.4,Y
2022-03-12,0.6,Y
2022-03-13,2.3,Y
2022-03-14,1.2,Y
2022-03-15,0.0,Y
2022-03-16,0.1,Y
2022-03-17,1.2,Y
2022-03-18,3.8,Y
2022-03-19,0.8,Y
2022-03-20,1.3,Y
2022-03-21,0.8,Y
2022-03-22,2.6,Y
2022-03-23,2.2,Y
2022-03-24,4.8,Y
2022-03-25,5.7,Y
2022-03-26,3.3,Y
2022-03-27,5.3,Y
2022-03-28,6.1,Y
2022-03-29,-0.3,Y
2022-03-30,-3.6,Y
2022-03-31,-4.4,Y
2022-04-01,-3.5,Y
2022-04-02,-3.6,Y
2022-04-03,-0.1,Y
2022-04-04,1.3,Y
2022-04-05,0.1,Y
2022-04-06,-1.6,Y
2022-04-07,1.6,Y
2022-04-08,-0.5,Y
2022-04-09,0.4,Y
2022-04-10,3.5,Y
2022-04-11,2.1,Y
2022-04-12,2.7,Y
2022-04-13,5.4,Y
2022-04-14,5.8,Y
2022-04-15,4.5,Y
2022-04-16,4.4,Y
2022-04-17,7.8,Y
2022-04-18,6.8,Y
2022-04-19,9.3,Y
2022-04-20,7.4,Y
2022-04-21,8.2,Y
2022-04-22,7.4,Y
2022-04-23,6.6,Y
2022-04-24,4.5,Y
2022-04-25,5.7,Y
2022-04-26,4.7,Y
2022-04-27,3.9,Y
2022-04-28,3.8,Y
2022-04-29,5.2,Y
2022-04-30,5.5,Y
2022-05-01,7.0,Y
2022-05-02,6.5,Y
2022-05-03,5.9,Y
2022-05-04,6.7,Y
2022-05-05,8.3,Y
2022-05-06,9.7,Y
2022-05-07,11.0,Y
2022-05-08,8.0,Y
2022-05-09,9.4,Y
2022-05-10,11.5,Y
2022-05-11,10.4,Y
2022-05-12,9.5,Y
2022-05-13,8.6,Y
2022-05-14,10.5,Y
2022-05-15,9.9,Y
2022-05-16,8.4,Y
2022-05-17,7.2,Y
2022-05-18,10.8,Y
2022-05-19,14.7,Y
2022-05-20,12.4,Y
2022-05-21,9.5,Y
2022-05-22,10.0,Y
2022-05-23,11.6,Y
2022-05-24,11.4,Y
2022-05-25,10.5,Y
2022-05-26,8.7,Y
2022-05-27,8.4,Y
2022-05-28,7.9,Y
2022-05-29,10.2,Y
2022-05-30,10.0,Y
2022-05-31,10.3,Y
2022-06-01,9.7,Y
2022-06-02,10.4,Y
2022-06-03,11.0,Y
2022-06-04,11.6,Y
2022-06-05,12.3,Y
2022-06-06,11.4,Y
2022-06-07,10.2,Y
2022-06-08,11.8,Y
2022-06-09,11.4,Y
2022-06-10,14.3,Y
2022-06-11,14.6,Y
2022-06-12,12.2,Y
2022-06-13,11.9,Y
2022-06-14,14.0,Y
2022-06-15,12.7,Y
2022-06-16,15.1,Y
2022-06-17,14.0,Y
2022-06-18,14.8,Y
2022-06-19,13.1,Y
2022-06-20,11.8,Y
2022-06-21,13.9,Y
2022-06-22,13.9,Y
2022-06-23,15.5,Y
2022-06-24,19.7,Y
2022-06-25,22.2,Y
2022-06-26,21.9,Y
2022-06-27,22.6,Y
2022-06-28,18.7,Y
2022-06-29,15.1,Y
2022-06-30,16.7,Y
2022-07-01,21.9,Y
2022-07-02,16.7,Y
2022-07-03,15.4,Y
2022-07-04,14.8,Y
2022-07-05,13.1,Y
2022-07-06,13.6,Y
2022-07-07,13.7,Y
2022-07-08,14.4,Y
2022-07-09,14.9,Y
2022-07-10,13.8,Y
2022-07-11,14.6,Y
2022-07-12,17.5,Y
2022-07-13,17.3,Y
2022-07-14,14.3,Y
2022-07-15,13.2,Y
2022-07-16,13.2,Y
2022-07-17,14.0,Y
